start,end,total
138,9984,9846
9986,19764,9778
19767,29690,9923
29692,40639,10947
40640,51915,11275
51917,63994,12077
63997,76995,12998
76997,90475,13478
90477,104174,13697
104176,118158,13982
118160,131017,12857
131018,144657,13639
144659,158378,13719
158379,172436,14057
172437,185794,13357
185795,199452,13657
199454,213439,13985
213440,227253,13813
227255,240486,13231
240487,254327,13840
254328,267819,13491
267821,281407,13586
281408,294962,13554
294963,308260,13297
308260,321736,13476
321738,335589,13851
335591,349709,14118
349713,363159,13446
363160,377399,14239
377400,394437,17037
394438,410727,16289
410728,427431,16703
427433,445610,18177
445614,462579,16965
462580,479996,17416
479997,497214,17217
497214,514278,17064
514279,531201,16922
531202,548091,16889
548093,565625,17532
565626,583097,17471
583098,599549,16451
599550,616538,16988
616540,634271,17731
634272,651895,17623
651896,667593,15697
667594,684886,17292
684887,704404,19517
704406,721778,17372
721778,738059,16281
